path,id,breed
Dataset_1/low-resolution/201-n000024-schipperke,n110423.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110433.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110441.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110539.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110451.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110529.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110388.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110398.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110353.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110506.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110516.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110375.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110365.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110458.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110520.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110448.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110530.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110483.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110493.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110542.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110467.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110477.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110405.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110415.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110391.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110381.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110531.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110449.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110521.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110459.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110364.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110374.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110543.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110492.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110482.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110476.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110466.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110380.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110390.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110414.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110404.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110432.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110422.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110528.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110450.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110538.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110440.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110399.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110389.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110517.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110507.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110352.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110541.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110439.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110429.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110480.jpg,schipperke
Dataset_1/low-resolution/201-n000024-schipperke,n110490.jpg,schipperke
